微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
ICtg26QCs,又到了穿裙子的季节出院那天先不管能不能穿了我一定要买一条裙子！每天掰着手指头赶紧让我出院吧不想再在医院待着了给我待吐了  [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/88ebec00ly1gdn4fcckn8j20u00u0naa.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdn4fdak17j21400u0tio.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdn4fdz31xj20u0101n75.jpg,http://ww2.sinaimg.cn/large/88ebec00ly1gdn4felpynj20u00zn11c.jpg,http://ww1.sinaimg.cn/large/88ebec00ly1gdn4ff9c9uj20u00u0don.jpg,http://ww4.sinaimg.cn/large/88ebec00ly1gdn4fb9n6dj20u016h11h.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdn4ffvw80j20uy0u0aii.jpg,http://ww4.sinaimg.cn/large/88ebec00ly1gdn4fgle6xj20u0140tls.jpg,http://ww4.sinaimg.cn/large/88ebec00ly1gdn4fh4abtj20u0140dpm.jpg",无,无,2020-04-09 06:40,iPhone 8,19,1,13
ICk80xD7p,活了二十多年 第一次希望自己长胖点好嘛 从前许的愿望也实现了日渐消瘦瘦瘦瘦瘦  ,,无,无,无,2020-04-08 07:26,iPhone 8,2,0,3
ICaUZDDc1,让我康康有多少集美和我一样在搞婧！！！给我pick人间prada安崎！！！！蔡徐坤也好香 我现在是ikun  原图 ,,http://wx1.sinaimg.cn/large/88ebec00ly1gdkvgkfvkej20u015udq0.jpg,无,无,2020-04-07 07:59,iPhone 8,15,1,7
IC6Tm3KYC,给各位安利一个游戏吧叫 光遇  适合情侣档画面好看  并且浪漫  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/88ebec00ly1gdkdpj88hoj21hc0u0gu4.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gdkdpi1mslj21hc0u0tdu.jpg,http://ww1.sinaimg.cn/large/88ebec00ly1gdkdpkhrrnj21hc0u0wlq.jpg",无,无,2020-04-06 21:44,iPhone 8,2,0,2
IC6pUxhfm,➕41天最近都在医院好好养病一切都好  🤝 勿念  原图 ,,http://wx2.sinaimg.cn/large/88ebec00ly1gdkbo4wr3nj20j60hwgmy.jpg,无,无,2020-04-06 20:32,iPhone 8,7,0,0
IBLQOgrQ8,#安河桥-宋冬野[音乐]#  原图 ,,http://wx2.sinaimg.cn/large/88ebec00ly1gdhsu535swj20a00873z0.jpg,无,无,2020-04-04 16:10,iPhone 8,2,0,0
IBINhb5VV,Mariah Carey《Bye Bye (Album Version)》Bye Bye (Album Version)（@网易云音乐）  ,,无,无,无,2020-04-04 08:23,iPhone 8,1,0,0
IBBZ8fA7Q,像我这样的坏脾气，能一直陪着我的都是全世界最好的人  ,,无,无,无,2020-04-03 15:03,iPhone 8,6,0,3
IB2NutxPc,+34天有时候没有消息 才是最好的消息还好 勿念Halsey《Gasoline》Gasoline（@网易云音乐）  ,,无,无,无,2020-03-30 21:28,iPhone 8,6,0,3
IAN54tOql,疼痛让我清醒  ,,无,无,无,2020-03-29 05:28,iPhone 8,0,0,1
IAeO2iI0D,分享图片  原图 ,,http://wx1.sinaimg.cn/large/88ebec00ly1gd659vgw0zj20uk0akdj5.jpg,无,无,2020-03-25 14:12,iPhone 8,6,0,0
IA5WPyG4u,如果当初没有那么坚持现在大家都会好过的多吧  ,,无,无,无,2020-03-24 15:39,iPhone 8,5,0,7
IA4lenBBk,想回家  ,,无,无,无,2020-03-24 11:34,iPhone 8,0,0,0
IzVlYzELW,好累啊  ,,无,无,无,2020-03-23 12:41,iPhone 8,0,0,1
IzIEcnJuf,突如其来的情绪崩溃意识消磨意识不知道什么时候才能到头  ,,无,无,无,2020-03-22 04:20,iPhone 8,3,0,3
IzEogi5K1,重生的23天了出仓以后的状态 不知道怎么形容挺好的吧医生说爸爸的细胞在我体内长的很好仓里因为肾出现的问题停药 现在也好转了暂时还没有出现严重排异 每天小心翼翼移植后 每一秒都不敢掉以轻心  排异无价真的怕 没钱买命因为药物 现在又干又瘦黑不溜秋以前老嚷嚷减肥 做梦也没想到真的能瘦到80来斤因为激素 脸肿的已经快破了的那种因为激素 血糖高 要控制饮食 只能吃一点还因为激素 会让人很饿 不能吃 每天饿的想吐每天把药当饭吃 很多很多有一种药 叫大蒜素  我从小不吃蒜就和你们讨厌折耳根 香菜一样如果我不吃这个药就不能预防病毒 如果我吃了 我得肠胃难受一整天 移植后 情绪很明显的无常以前本来脾气就不好 现在更奇怪了有时候很努力的压制了 可还是不行变得很奇怪 不喜欢这样 可是控制不了出仓以后再也没照过镜子 不敢手机黑屏我都不敢看 那些不开心的还是会想 喜怒哀乐无常有时候想想 女孩子最漂亮那几年 我都要用来养病了 也会沮丧可是怎么办呢 先活下来吧 活下来最重要不用担心 抱怨完了 还是继续战斗                  原图                             ,,http://wx1.sinaimg.cn/large/88ebec00ly1gd1oi3vezpj20m90toac7.jpg,无,无,2020-03-21 17:30,iPhone 8,15,0,6
IzAU34oBp,林俊杰《生生》 生生  ,,无,无,无,2020-03-21 08:37,iPhone 8,1,0,0
IzmHS7Riv,世界是你的也是我的但归根结底属于那些身体好的活得久的！  ,,无,无,无,2020-03-19 20:29,iPhone 8,9,0,0
Iz2Kh71Rb,出仓啦我的移植手术完成了开始了我的漫漫重生之路今天也是我确诊三个月日子我在医院待了三个月了 从长沙到燕郊从死到生这90来天里 我的一切天翻地覆经历得那些苦痛与磨难好在 一切都还算值得感谢家人  感谢亲友  感谢陌生人感恩一切善意 拉着我走到现在我没有放弃  我还会还会还会一直坚持下去的❤                  原图                             ,,http://wx4.sinaimg.cn/large/88ebec00ly1gcx2bauvkdj20j60lk764.jpg,无,无,2020-03-17 17:40,iPhone 8,31,0,24
Iy02Yz5ji,好久不见报个平安还在坚持你们也别放弃～生活万物都值得❤  原图 ,,http://wx4.sinaimg.cn/large/88ebec00ly1gcp4ooq11lj20ku0rdgn9.jpg,无,无,2020-03-10 20:57,iPhone 8,15,0,13
IxtmKcVhC,日日难熬 日日熬最怕是那一点意识 也消磨了  ,,无,无,无,2020-03-07 09:45,iPhone 8,2,0,4
Ix72loYLS,我现在到底有多疼呢就是我真的快撑不下去了疼到我已经找不到词语形容不管什么都很苍白的那种了可是我真的好想活下去  ,,无,无,无,2020-03-05 00:55,iPhone 8,4,0,12
IwVdvmWrn,血小板只有个位数的一天一直都在喷鼻血 滴鼻血躺着嘴巴里也都是血就是止不住喷血 嘴巴里有冒出血块我都不惊讶了回输完的第五天 我的嘴巴啥时候才能好啊血项什么时候才能长啊我想出仓 我想好好吃饭进来十一天了吧  也瘦了十几斤害 现在一点也不像减肥了 只想健康的活着  ,,无,无,无,2020-03-03 18:49,iPhone 8,1,0,2
IwJjBg5TP,昨晚输了一袋血小板今天板20 算挺高了吧早上吃药呛着 咳了导致鼻血喷出来  然后再也没止住了我坐着 鼻血它自己流出来我躺着 它就往口腔里流心里说不上来什么感受反正一点点进入病情了接不接受都在在这儿了且活着吧  ,,无,无,无,2020-03-02 12:31,iPhone 8,3,0,3
IwDKGudP3,点灯人（Lamplighters）《Long Way Home》Long Way Home（@网易云音乐）仓里第十一天其实大多数时候也是我自己矫情吧我的症状相比别人是真的不算什么前面三天就觉得自己难受的要被带走了咬咬牙今天吃了晚餐 吃了药 喝了两杯营养粉 还是这样过主任主治每天来查房得时候都要说一句我这次回输是她们见过这半年最顺利的了我一定要好好吃饭好好吃药我自己也知道要好好吃饭好好吃药呀可是我能怎么办呢 在经受这一切的都是正在努力想活下来的呀今天在一个病友群 碰到一个病友问女性移植完是不是不能生育了Emmm大部分是这样吧  也有通过后期治疗好的 她好像很在乎孩子  还问了一句 能不能先生孩子再移植怎么可能  耽误不起的不知道是什么支撑着她强烈的要孩子的心 也希望能支撑她好好活下去                                 ,,无,无,无,2020-03-01 22:22,iPhone 8,4,0,2
Iwu5Oq2Xc,明目张胆的爱意 才是确定不会离开的证据  原图 ,,http://wx1.sinaimg.cn/large/88ebec00ly1gcdlv8nmn9j20hs0hswfp.jpg,无,无,2020-02-29 21:46,iPhone 8,4,0,2
Iwtf8DO3d,今天很特别吧四年一次对我来说很普通只是又一天吃不下饭和药 特别虚的一天进仓第十天了  差不多有一周没有好好吃过饭喝过水了 因为口腔里面全部烂掉了我很想努力吃饭 吃药 可是真的太疼了每天二十四小时输液  加上拉肚子呕吐每天掰着手指头等这些日子过去到底还要多久啊 不知道每天没有力气 躺在床上就这么睁着眼睛 看天亮到天黑我本来是可以忍受黑暗的在我没见过阳光的时候只是阳光 让我的黑暗更黑暗了                  原图                             ,,http://wx1.sinaimg.cn/large/88ebec00ly1gcdi5bp4phj20mk0t4zmn.jpg,无,无,2020-02-29 19:36,iPhone 8,4,0,4
IwjUjrb3A,重生的第一天难受的快被带走了依然上吐下泻吃不下东西 饿的胃疼吃药喝水都会吐今天高血压躺了一天三餐的药 都没有吃好难熬。。  ,,无,无,无,2020-02-28 19:50,iPhone 8,0,0,4
Iwbpo5uDD,好难受啊上吐下泻口腔粘膜坏了喝水想吐吃药是我最害怕的事了一颗一颗吃 吃一颗要很久 因为得忍着不吐之前靠睡觉打发了百分之八十的不适感现在睡着了还依然会中途恶心起来吐一天比一天难受  ,,无,无,无,2020-02-27 22:12,iPhone 8,2,0,5
Iw7dawQ4o,快乐它没问题，有问题的是我  ,,无,无,无,2020-02-27 11:31,iPhone 8,0,0,1
IvX4zfueb,真的好难受啊连续发烧都到40度了昨天退烧后没烧了口腔粘膜坏了 喝水都困难 加上药物喝水都想吐已经4天没吃了胃饿到疼 头也发晕可是还是会拉肚子 各种止泻的药都吃了还是拉肚子这样的日子还有多久啊  ,,无,无,无,2020-02-26 09:42,iPhone 8,2,0,4
IvEfEndV3,心率140 体温40度最近几天都是这样度过了一发烧就抽血培养吃退烧药 然后冰袋还是退的很慢整个人很晕  拿手机都在抖  ,,无,无,无,2020-02-24 09:48,iPhone 8,3,0,6
IvkXzFukW,每天都是 发烧退烧 口腔也开始出现行问题了很难受  ,,无,无,无,2020-02-22 08:41,iPhone 8,0,0,3
Iv7zxEczy,预处理第七天今天上了大化疗一整天不是睡过去的是昏过去的药物的副作用让我难受晚上前一秒烧到38.1下一秒就是39度了吃了退烧药现在整个人已经没有力气了下床都费劲没有记性 总是忘事只是对比其他病友 我的状况又要好很多这些都是该承受的我也不能拒绝晚饭没有吃 倒不是故意不吃只是又昏睡过去了希望明天对我好一点                  原图                             ,,http://wx4.sinaimg.cn/large/88ebec00ly1gc38rd39gwj20u00u07ai.jpg,无,无,2020-02-20 22:36,iPhone 8,5,7,3
IuYham52T,像一场角逐  ,,无,无,无,2020-02-19 22:56,iPhone 8,0,0,0
IuYbXmVFa,入仓第一天从早上开始磕磕绊绊下午莫名流鼻血护士给我塞棉球棉球教我做人了还好 还在仓里很安静 只有我不知道要待多久但愿一切顺利 不要太久每天要记喝水的量还要记吃药的时间偏偏记性越来越差偶尔忘了吃药只好安慰自己 会好起来的会好起来的一定会的晚安Isaac Gracie《Darkness Of The Day》Darkness Of The Day（@网易云音乐）                                 ,,无,无,无,2020-02-19 22:43,iPhone 8,0,0,2
IuWU5wgqY,算了 听不见  ,,无,无,无,2020-02-19 19:26,iPhone 8,0,0,1
IuUM8vvzD,开头从来没有顺心过  [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/88ebec00ly1gc1o9d7gq0j20u00u0wkb.jpg,http://ww4.sinaimg.cn/large/88ebec00ly1gc1o9c4sarj20u00u0k0z.jpg",无,无,2020-02-19 14:01,iPhone 8,1,0,5
IuM3L0jhF,预处理第六天前三天打的阿糖胞苷（化疗药）没啥胃口昨天换成了白舒非（化疗药）打白舒非的时候又打了镇静剂 又吃了安眠的药  大部分时间昏昏沉沉 现在每天五十多颗药 餐前半小时的餐中的餐后的睡前的凌晨的我根本记不住 总是会漏吃  好累啊今天早上起来流鼻血了不知道是鼻窦炎还是怎么了右手新插得管子那儿也很大一块出血点明天就进仓了 不知道还有什么在等我但是 挺过去 我就是重生的20年宝宝啦其实我算很顺利的生病 化疗 移植 不到三个月所以 拜托拜托 要一直顺顺利利23岁见                  原图                             ,,http://wx4.sinaimg.cn/large/88ebec00ly1gc0ls8rx0pj20jg0jgn0y.jpg,无,无,2020-02-18 15:50,iPhone 8,9,0,5
IuqoywtC5,周杰伦《园游会》 园游会 @QQ音乐  原图 ,,http://wx3.sinaimg.cn/large/88ebec00ly1gbxy53uf3lj20rs0rsaf3.jpg,无,无,2020-02-16 08:41,iPhone 8,3,0,0
Iuli45eNJ,一天比一天难受今天已经不想吃饭了我望着饭 胃说不行不想吃求生欲说 得吃硬塞 塞到想吐为止一整天都是低血压没有力气 躺下起来就很费劲生病真的很折磨人  ,,无,无,无,2020-02-15 19:41,iPhone 8,3,0,3
Iucat8MbS,今天本来应该有花，有花香的  ,,无,无,无,2020-02-14 20:28,iPhone 8,0,0,1
IubCkeucz,预处理第二天大剂量的化疗药开始对我有反应了手开始更抖 没有力气 胃口也没有以前好了低血压 低烧 不过也还好 都不太影响我没有特别特别大的反应今天是个特殊的日子供者确定了爸爸收到了来自爸爸的第一次为我备血对了水滴筹昨天停了 今天就到账了也算是大家给我的节日礼物啦 今天还下了很大的雪 不过我没有下床去看想念以前没有生病的日子离死亡最接近的时候也最贪念生想再爱这个世界七八九十年                  原图                             ,,http://wx4.sinaimg.cn/large/88ebec00ly1gbw4wfdjsfj22bc334x6p.jpg,无,无,2020-02-14 19:03,iPhone 8,7,0,7
Iu4WZDqgB,想有一天能健康走向你，挽着你，山月星河都做贺礼情人节快乐  ,,无,无,无,2020-02-14 02:05,iPhone 8,9,0,0
Iu3bfmCW3,久违的低血压，今天手特别抖多加了很多液，开始没胃口不知道是心里作用还是药物作用没有力气 躺了很久 又热又无力  ,,无,无,无,2020-02-13 21:35,iPhone 8,1,0,2
Iu2BFdUBJ,努力变有趣  ,,无,无,无,2020-02-13 20:07,iPhone 8,0,0,0
ItSoJhlOl,生病第58天今天插了第二根picc管现在两个手都插了管 但是也不影响日常生活下周就进仓预处理了连我回输（就是移植）的日子也给我算好了 供者锁定了弟弟最近每天都过得挺好的 除了偶尔会有对移植的恐惧其他时间很开心 有人陪着在身边也没有想很多 所以不怎么出现最近的新闻 看的真的挺难受的有一种地球开始自我修复 开启人类清除计划的感觉人啊 真的太脆弱了 在疾病 意外面前真是不堪一击希望大家好好的 我也好好的 🎉                  原图                             ,,http://wx3.sinaimg.cn/large/88ebec00ly1gbts1up4kij20u00u0afa.jpg,无,无,2020-02-12 18:08,iPhone 8,5,0,5
ItGmuAt9D,很久很久没拿过笔了拿起笔才知道手到底有多抖这样的状态可能要持续很久很久了  原图 ,,http://wx4.sinaimg.cn/large/88ebec00ly1gbsauus4bcj20u00u0grl.jpg,无,无,2020-02-11 11:29,iPhone 8,7,0,1
ItGi6uiLZ,张卫健《身体健康》身体健康（@网易云音乐）  ,,无,无,无,2020-02-11 11:18,iPhone 8,0,0,0
ItbDu5znC,还是凌晨四点还是照常醒来感觉被固定了一样 可是昨天又没有生病这段时间来越发的珍惜的“好好”活着的每一天从前浪费的 现在都努力在填补怕误会解不开 怕有话没说清楚怕今天没做 明天就来不及了每一天 都不留余力的当最后一天过未来不敢说 明天不敢想可我还有今天 今天我还要好好爱这个世界                                 ,,无,无,无,2020-02-08 05:16,iPhone 8,3,0,1
It7iLnjiW,生病53天了最近这两天这边下很大雪每天和老王趴在窗户旁看外面的雪像极了两个趴在窗户前想出去玩的狗子妈妈前天还在说都立春了怎么还这么大雪来到这边以后一切发展的有点快两周后的预处理 开始进仓 移植很多人觉得 移植完就好了不是的移植才是万里长征第一步还有更多的苦难在等我怕熬不过去排异期  怕复发怕爸妈快50岁的人 最后落个人财两空怕健康的人比病人 其实更难过生病以后 已经不允许情绪起伏 有时候想说很长一段话 还没说 就已经忘了要说什么脑子也总是不够用 忘了很多事每天很平静 也没有刻意的去想很多每天都过的比前一天开心 不知道还有多少关卡要闯  但是我还没放弃                  原图                             ,,http://wx3.sinaimg.cn/large/88ebec00ly1gbo04r1rsgj21400u0dsl.jpg,无,无,2020-02-07 18:14,iPhone 8,11,0,8
It4CO2547,两只羊就好你去放羊我就在家等你或者 你一只手牵羊 一只手牵我  ,,无,无,无,2020-02-07 11:25,iPhone 8,5,0,0
IsNOPuMfD,还是不明白整个口罩供应商都被国家征用国内外又有那么多捐赠的物资口罩厂家也没闲着每天在生产怎么还会这么缺让我们带口罩 又让我们买不到口罩外面又那么多假口罩这些物资都去哪儿了全世界都在关注疫情的严重性却忘了还有一个群体“血液病人”我们这群没有抵抗力免疫力的白血病人别说疫情了 就算在医院的层流床 在家里都需要带口罩现在全民口罩荒  也没有人会注意到我们这个群体吗#不同人群选用口罩指引##团购5万只口罩一撕就碎##血液病##白血病##冠状病毒对紫外线和热敏感##患者隐瞒情况致68名医务人员被隔离#                                 ,,无,无,无,2020-02-05 16:38,iPhone 8,2,1,1
IsJ8lgPRU,不知道为什么总是凌晨四点左右醒来也没有疼痛 就是醒来了深夜总是发散思维的时候丧气和积极的开始打架想不明白的问题暂时不想想了生病以后脑子也不够用经常大脑一片空白 普通算数都要费劲明明血常规都快正常值了还是会有呼吸急促 大脑缺氧的感觉在提醒我  我是个病人一切都来的太顺利太快了又让我觉得很不真实仿佛也加速了另一面不好说  人啊 还是要敬畏生命                                 ,,无,无,无,2020-02-05 04:42,iPhone 8,1,0,1
IsE1YtGBk,其实没有羡慕过别人已经有全世界最好的 廊坊·河北燕达国际医院陆道培血液·肿瘤中心  显示地图 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/88ebec00ly1gbkew5ijmsj20w00r4jym.jpg,http://ww3.sinaimg.cn/large/88ebec00ly1gbkew2ki4zj20u00u0dko.jpg",无,廊坊·河北燕达国际医院陆道培血液·肿瘤中心,2020-02-04 15:43,iPhone 8,8,0,2
IsCiV7YW1,#病房里的温馨与爱#隔壁床的大叔（30岁+）是再生障碍性贫血之前一直保守治疗十几年了 老婆也照顾了他十几年 两个人一直没有小孩去年年底移植了～母亲做的供体老婆是个很温柔的女子 每天照顾的很尽心说话也很温柔 我爸陪床的时候每晚都会感叹一句 这个大叔娶了个好老婆  原图 ,,http://wx3.sinaimg.cn/large/88ebec00ly1gbk7a2ginij20u00u00yg.jpg,无,无,2020-02-04 11:19,iPhone 8,4,0,0
